task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	af/a8db91	2753237	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:PARAMS_CHECK	COMPLETED	0	2025-05-12 17:14:26.574	33.9s	7.1s	93.0%	689.9 MB	3.9 GB	86.8 MB	5.1 KB
3	ad/2ae15f	2753238	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:HPAM_SPLIT (NaiveMeanEffectsPredictor)	COMPLETED	0	2025-05-12 17:14:26.617	33.9s	7.2s	92.9%	688.9 MB	3.9 GB	86.7 MB	5.1 KB
2	a8/24ce53	2753239	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:HPAM_SPLIT (SingleDrugProteomicsElasticNet)	COMPLETED	0	2025-05-12 17:14:26.650	33.8s	7s	78.2%	689.8 MB	3.9 GB	86.7 MB	5.7 KB
4	32/8a491d	2753240	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:LOAD_RESPONSE (mPDAC_cd (cross: ))	COMPLETED	0	2025-05-12 17:15:00.617	4.8s	1.7s	105.8%	156 MB	389.9 MB	32.9 MB	510.9 KB
7	60/6f7e89	2753242	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:CV_SPLIT (LPO)	COMPLETED	0	2025-05-12 17:15:05.734	4.7s	2.1s	101.1%	172.1 MB	405.5 MB	32.6 MB	6.3 MB
5	78/07e7ca	2753241	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:MAKE_MODELS (Make model channel)	COMPLETED	0	2025-05-12 17:15:05.701	34.8s	6.7s	99.2%	693.5 MB	3.9 GB	87.1 MB	33.9 KB
6	e6/25b12b	2753243	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:MAKE_BASELINES (Make model channel)	COMPLETED	0	2025-05-12 17:15:05.764	34.7s	5.2s	99.8%	669.5 MB	3.9 GB	87.1 MB	5.2 KB
10	bb/0a49be	2753244	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:40.652	34.9s	7.8s	109.7%	745 MB	4.8 GB	140.5 MB	6 KB
12	12/755dec	2753245	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:40.816	34.7s	6.2s	129.3%	737.8 MB	4.8 GB	140.5 MB	6 KB
22	ba/501639	2753246	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:40.859	34.7s	6.3s	140.7%	730.2 MB	4.8 GB	140.5 MB	6 KB
25	3b/7751ba	2753247	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:40.899	34.7s	6.3s	142.9%	737.7 MB	4.8 GB	140.5 MB	6 KB
15	cc/a736ef	2753248	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:40.948	34.7s	6.1s	139.1%	744.8 MB	4.8 GB	140.5 MB	6 KB
17	e5/fe3d6c	2753249	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.050	34.6s	5.6s	146.1%	742.8 MB	4.8 GB	140.5 MB	6 KB
24	01/91b2b9	2753250	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.126	34.6s	5.9s	143.9%	742.7 MB	4.8 GB	140.5 MB	6 KB
9	64/8f4fbd	2753251	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.175	34.6s	5.8s	147.4%	743.1 MB	4.8 GB	140.5 MB	6 KB
26	24/87dd32	2753252	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.225	34.5s	5.5s	150.3%	744.8 MB	4.8 GB	140.5 MB	6 KB
8	56/1e5cd4	2753253	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.266	34.5s	5.6s	150.0%	744.3 MB	4.8 GB	140.5 MB	6 KB
28	63/3f336e	2753254	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.299	34.5s	6s	134.2%	743.5 MB	4.8 GB	140.5 MB	6 KB
20	0b/786b1b	2753255	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.343	34.5s	6.1s	137.9%	737.7 MB	4.8 GB	140.5 MB	6 KB
11	f6/20f01a	2753256	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.380	34.5s	6.2s	144.9%	738.1 MB	4.8 GB	140.5 MB	6 KB
29	2f/51f896	2753257	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.430	34.5s	5.6s	149.5%	744.4 MB	4.8 GB	140.5 MB	6 KB
19	10/5c4572	2753258	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.469	34.5s	5.6s	146.4%	743.9 MB	4.8 GB	140.5 MB	6 KB
35	2d/473d5e	2753259	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.512	34.5s	5.8s	135.4%	743.6 MB	4.8 GB	140.5 MB	6 KB
14	0f/54014c	2753260	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.547	34.5s	5.8s	147.1%	743.5 MB	4.8 GB	140.5 MB	6 KB
34	b7/1ea15c	2753261	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.589	34.4s	6s	126.5%	743.3 MB	4.8 GB	140.5 MB	6 KB
13	7b/622226	2753262	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.632	34.4s	5.7s	148.1%	744.2 MB	4.8 GB	140.5 MB	6 KB
21	a2/55a81f	2753263	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.674	34.5s	5.9s	140.1%	744.3 MB	4.8 GB	140.5 MB	6 KB
27	78/b0409e	2753264	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.759	34.4s	6.2s	137.7%	740.2 MB	4.8 GB	140.5 MB	6 KB
33	25/42487d	2753265	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.803	34.4s	6.1s	145.7%	739.2 MB	4.8 GB	140.5 MB	6 KB
31	dd/f8b686	2753266	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:41.908	34.3s	5.7s	145.5%	743.3 MB	4.8 GB	140.5 MB	6 KB
58	fe/5600e2	2753267	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.006	34.2s	5.7s	146.2%	743.9 MB	4.8 GB	140.5 MB	6 KB
30	36/219bec	2753268	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.102	34.2s	5.8s	140.7%	743.6 MB	4.8 GB	140.5 MB	6 KB
16	b8/c1ef45	2753269	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.402	33.9s	5.9s	146.2%	744.1 MB	4.8 GB	140.5 MB	6 KB
23	0c/fd7686	2753270	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.448	33.9s	7.6s	128.5%	744.9 MB	4.8 GB	140.5 MB	6 KB
32	69/a7caad	2753271	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.490	33.9s	5.7s	148.7%	743.5 MB	4.8 GB	140.5 MB	6 KB
41	58/91a643	2753272	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.534	33.9s	6s	140.7%	743 MB	4.8 GB	140.5 MB	6 KB
18	2d/dccb70	2753273	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.602	33.8s	5.7s	145.3%	744.3 MB	4.8 GB	140.5 MB	6 KB
42	0b/1005b1	2753274	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.700	33.8s	6.2s	141.0%	739 MB	4.8 GB	140.5 MB	6 KB
40	b2/236bd9	2753275	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.800	33.7s	6.2s	143.8%	738.6 MB	4.8 GB	140.5 MB	6 KB
38	bb/7f3c6a	2753276	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:42.899	33.6s	5.8s	146.6%	743.7 MB	4.8 GB	140.5 MB	6 KB
37	d7/0656c9	2753277	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.014	33.5s	5.8s	135.7%	744.3 MB	4.8 GB	140.5 MB	6 KB
46	9f/30fbc9	2753278	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.103	33.5s	5.9s	146.8%	743.8 MB	4.8 GB	140.5 MB	6 KB
36	11/972c17	2753279	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.208	33.4s	7.5s	118.2%	744.9 MB	4.8 GB	140.5 MB	6 KB
43	8d/3ea09d	2753280	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.321	33.3s	5.8s	146.2%	743.8 MB	4.8 GB	140.5 MB	6 KB
44	37/ceb6e1	2753281	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.402	33.3s	6.2s	136.5%	744.5 MB	4.8 GB	140.5 MB	6 KB
45	43/ee7b3e	2753282	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.776	32.9s	5.7s	144.3%	743.7 MB	4.8 GB	140.5 MB	6 KB
39	0b/5328cd	2753283	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.811	32.9s	5.7s	147.9%	743.8 MB	4.8 GB	140.5 MB	6 KB
47	78/3dc8b4	2753284	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.846	32.9s	6.1s	138.6%	729.9 MB	4.8 GB	140.5 MB	6 KB
48	9a/be08b7	2753285	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.887	32.9s	6.2s	144.3%	729.5 MB	4.8 GB	140.5 MB	6 KB
49	98/b8d0b7	2753286	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:43.922	32.9s	6.1s	132.2%	744.9 MB	4.8 GB	140.5 MB	6 KB
53	24/d60542	2753287	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:44.014	32.8s	5.8s	147.6%	743.5 MB	4.8 GB	140.5 MB	6 KB
374	fe/79c23c	2753302	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.405	19.2s	6.2s	134.0%	745.1 MB	4.8 GB	140.5 MB	6 KB
376	a4/1a9daf	2753303	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.514	19.1s	6.3s	126.5%	744.7 MB	4.8 GB	140.5 MB	6 KB
377	ac/7fbd04	2753304	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.603	19s	5.9s	145.2%	743.4 MB	4.8 GB	140.5 MB	6 KB
380	de/8361ac	2753305	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.701	19s	6.2s	142.9%	744.9 MB	4.8 GB	140.5 MB	6 KB
379	77/e22911	2753306	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.802	18.9s	5.6s	149.0%	744 MB	4.8 GB	140.5 MB	6 KB
378	9e/2c2314	2753307	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.901	18.8s	6.2s	136.0%	744.5 MB	4.8 GB	140.5 MB	6 KB
381	8e/f8ea8f	2753308	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.038	18.7s	5.8s	139.9%	743.6 MB	4.8 GB	140.5 MB	6 KB
382	41/b903af	2753309	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.100	18.7s	6s	141.1%	744.4 MB	4.8 GB	140.5 MB	6 KB
383	37/2e1cdf	2753310	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.201	18.6s	6.1s	128.3%	744.9 MB	4.8 GB	140.5 MB	6 KB
384	bc/3acc99	2753311	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.300	18.5s	6.4s	137.1%	744.3 MB	4.8 GB	140.5 MB	6 KB
385	5e/60f52f	2753312	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.460	18.4s	5.8s	147.3%	743.6 MB	4.8 GB	140.5 MB	6 KB
387	7b/102f2d	2753313	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.505	18.4s	6.1s	131.6%	744.3 MB	4.8 GB	140.5 MB	6 KB
386	30/6e873b	2753314	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.602	18.4s	6.1s	144.3%	744.8 MB	4.8 GB	140.5 MB	6 KB
52	a6/0fe98f	2753288	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:44.102	1m 6s	6s	126.5%	744.1 MB	4.8 GB	140.5 MB	6 KB
55	d5/54c432	2753289	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:44.229	1m 6s	5.6s	148.5%	744 MB	4.8 GB	140.5 MB	6 KB
54	f8/a7345b	2753290	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:44.302	1m 6s	5.6s	144.1%	744.3 MB	4.8 GB	140.5 MB	6 KB
51	98/86f053	2753291	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:44.400	1m 6s	6s	131.1%	743.6 MB	4.8 GB	140.5 MB	6 KB
50	e1/0a5774	2753292	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:44.498	1m 6s	5.7s	148.9%	744.1 MB	4.8 GB	140.5 MB	6 KB
56	0e/7c0888	2753293	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10029385_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:15:44.602	1m 6s	6.1s	138.2%	744.7 MB	4.8 GB	140.5 MB	6 KB
367	c3/2855fc	2753294	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:15.626	1m 5s	6.1s	144.9%	745.1 MB	4.8 GB	140.5 MB	6 KB
368	cb/a5e94b	2753295	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:15.720	1m 5s	5.9s	137.7%	743.1 MB	4.8 GB	140.5 MB	6 KB
369	8c/cec958	2753296	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:15.799	1m 5s	5.9s	146.2%	741.7 MB	4.8 GB	140.5 MB	6 KB
370	8e/8efa90	2753297	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:15.900	1m 5s	6.5s	135.0%	745 MB	4.8 GB	140.5 MB	6 KB
371	99/f37ce3	2753298	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.004	1m 5s	5.7s	147.8%	743.7 MB	4.8 GB	140.5 MB	6 KB
372	2f/4d9bf7	2753299	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.148	1m 5s	5.8s	140.5%	743.4 MB	4.8 GB	140.5 MB	6 KB
373	d1/989839	2753300	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.199	1m 5s	5.9s	145.1%	743.9 MB	4.8 GB	140.5 MB	6 KB
375	e0/61a653	2753301	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:16.330	1m 4s	6s	127.2%	743.9 MB	4.8 GB	140.5 MB	6 KB
388	43/3bfc13	2753315	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.746	1m 3s	6.2s	136.0%	743.6 MB	4.8 GB	140.5 MB	6 KB
389	40/b6a1f2	2753316	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.805	1m 3s	6.5s	136.0%	745.2 MB	4.8 GB	140.5 MB	6 KB
391	76/870c6d	2753317	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:17.900	1m 3s	6s	142.4%	743.7 MB	4.8 GB	140.5 MB	6 KB
390	41/87bf26	2753318	NFCORE_DRUGRESPONSEEVAL:DRUGRESPONSEEVAL:RUN_CV:TRAIN_AND_PREDICT_CV (SingleDrugProteomicsElasticNet.10074640_LPO_gpu:false)	COMPLETED	0	2025-05-12 17:16:18.006	1m 3s	5.8s	146.4%	743.4 MB	4.8 GB	140.5 MB	6 KB
